d	e	j	brate	drate	b_exp	d_exp	m1	m2	t12	t21	Trait_1rate_lnL	Trait_1rate_d	Trait_1rate_e	Trait_1rate_j	Trait_1rate_t12	Trait_1rate_t21	Trait_1rate_m1	Trait_1rate_m2	Trait_2rates_lnL	Trait_2rates_d	Trait_2rates_e	Trait_2rates_j	Trait_2rates_t12	Trait_2rates_t21	Trait_2rates_m1	Trait_2rates_m2	DEC_lnL	DEC_d	DEC_e	DEC_j	DEC_t12	DEC_t21	DEC_m1	DEC_m2	DECj_lnL	DECj_d	DECj_e	DECj_j	DECj_t12	DECj_t21	DECj_m1	DECj_m2	DEC_t12_t21_m2_lnL	DEC_t12_t21_m2_d	DEC_t12_t21_m2_e	DEC_t12_t21_m2_j	DEC_t12_t21_m2_t12	DEC_t12_t21_m2_t21	DEC_t12_t21_m2_m1	DEC_t12_t21_m2_m2	DECj_t12_t21_m2_lnL	DECj_t12_t21_m2_d	DECj_t12_t21_m2_e	DECj_t12_t21_m2_j	DECj_t12_t21_m2_t12	DECj_t12_t21_m2_t21	DECj_t12_t21_m2_m1	DECj_t12_t21_m2_m2	DECj_t12_t21_m2_rep2_lnL	DECj_t12_t21_m2_rep2_d	DECj_t12_t21_m2_rep2_e	DECj_t12_t21_m2_rep2_j	DECj_t12_t21_m2_rep2_t12	DECj_t12_t21_m2_rep2_t21	DECj_t12_t21_m2_rep2_m1	DECj_t12_t21_m2_rep2_m2	DEC_noM_lnL	DEC_noM_d	DEC_noM_e	DEC_noM_j	DEC_noM_t12	DEC_noM_t21	DEC_noM_m1	DEC_noM_m2	DECj_noM_lnL	DECj_noM_d	DECj_noM_e	DECj_noM_j	DECj_noM_t12	DECj_noM_t21	DECj_noM_m1	DECj_noM_m2
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-12.8503380841338	0	0	0	0.00585047706784386	0.00585047706784386	1	1	-12.1710744748615	0	0	0	0.00648291555545301	9.99999999999959e-06	1	1	-76.0130513913777	0.00825650874346383	9.99999779163763e-13	0	NA	NA	NA	NA	-69.0927685785158	0.00538079740236456	1e-12	0.0402015101539359	NA	NA	NA	NA	-87.1064676536078	0.0100602733705333	1e-12	0	0.00650283924309903	1e-05	1	0.152646460868635	-78.9991998389474	0.00652090774223456	1e-13	0.0650019169955777	0.00656055080617933	1e-05	1	0	-78.9991993597254	0.00652094059182243	1e-13	0.0650467310208885	0.00656028902829461	1e-05	1	0	-88.1841263844083	0.00825589780800687	1e-12	0	0.00648143764091633	1e-05	1	1	-81.2638438774604	0.00538023917956261	1e-12	0.0401995773512659	0.00648246577295166	1e-05	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-20.4359309436948	0	0	0	0.0100786242636785	0.0100786242636785	1	1	-19.4473098912728	0	0	0	1e-05	0.0100537145862778	1	1	-92.3826622001166	0.00644506053553233	1e-12	0	NA	NA	NA	NA	-88.7520108795561	0.0052120615391833	1e-12	0.0352748659410625	NA	NA	NA	NA	-111.307175011229	0.00876852965805696	1e-12	0	1e-05	0.00994718148873616	1	0.615475059559837	-106.994075008866	0.00794731626735701	1e-13	0.0634420674737422	1e-05	0.00989567739899871	1	0.478356966753602	-106.994106243373	0.00793608534857903	1e-13	0.0631349250749958	1e-05	0.00989534621985378	1	0.48005950721777	-111.829972658898	0.00644573426284671	1e-12	0	1e-05	0.0100519722211047	1	1	-108.199318632041	0.00521017468668283	1e-12	0.0352566048801132	1e-05	0.0100523655234789	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-24.8949425307533	0	0	0	0.0123210570871043	0.0123210570871043	1	1	-24.8934513152626	0	0	0	0.0121214091731741	0.012543488877845	1	1	-105.970457225044	0.00676580406129474	1e-12	0	NA	NA	NA	NA	-98.1131817534101	0.00502189216465705	1e-12	0.0702539660691842	NA	NA	NA	NA	-130.707064640941	0.00768007290277939	1e-12	0	0.0121625448149738	0.0123273948732607	1	0.75385081994971	-122.240601517842	0.00670281418128611	1e-13	0.10853964704397	0.011867465294084	0.0131253180557743	1	0.484019008737115	-122.239222312976	0.00661440403748633	1e-13	0.105869049310657	0.0118441664791932	0.0130743533012707	1	0.503239498231582	-130.863909268997	0.00676520470335013	1e-12	0	0.0121196889018428	0.0125432513104643	1	1	-123.006632449826	0.00502219061630343	1e-12	0.0701943060550084	0.0121156587310234	0.0125497952030057	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-9.0254611471601	0	0	0	0.0023297986093695	0.0023297986093695	1	1	-8.85441688953162	0	0	0	0.00459599242091529	0.00127694153672293	1	1	-97.7685675925275	0.00967863519613715	1e-12	0	NA	NA	NA	NA	-92.7126027264529	0.00780044048239905	1e-12	0.0417402747774827	NA	NA	NA	NA	-104.908432445461	0.0139883162503346	2.4942952323493e-05	0	0.00403713005961729	0.00146031121112712	1	0.485440975055976	-99.6350354735661	0.0114617364090057	1e-13	0.0687528559752649	0.00388989677997911	0.00150958458462821	1	0.458362658686827	-99.6350501830404	0.0114484810322011	1e-13	0.0686318747269627	0.00389090634884511	0.00150903818828613	1	0.459699135636024	-106.622985245508	0.00967854580164344	1e-12	0	0.00459462180157929	0.00127644985805875	1	1	-101.567017420424	0.00779985285677833	1e-12	0.0417867780883748	0.00459287659901775	0.0012773169343488	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-22.5466923031136	0	0	0	0.0103972928607434	0.0103972928607434	1	1	-22.0971032830548	0	0	0	0.0186761742922339	0.0094445686084408	1	1	-84.4196865624763	0.00648715982717556	1e-12	0	NA	NA	NA	NA	-83.1154644455158	0.00572237907595344	1e-12	0.0199225006641396	NA	NA	NA	NA	-105.062541125972	0.0112025163461558	1e-12	0	0.0181744315695433	0.00895832131609704	1	0.388967833547167	-103.081710338563	0.0108465150614619	1e-13	0.0679258470607257	0.0169642294793932	0.00913052715066425	1	0.299775269019764	-103.081714790294	0.0108306099646193	1e-13	0.0676912451584425	0.016974273939795	0.00913149783972182	1	0.300821916832722	-106.516790689377	0.00648772070830234	1e-12	0	0.0186757705184314	0.00944623169049265	1	1	-105.212568294954	0.00572284732751639	1e-12	0.0199306787696234	0.0186813367559104	0.00944602060898229	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-13.9948164029099	0	0	0	0.00612088395072216	0.00612088395072216	1	1	-13.5034004640622	0	0	0	9.99999999999959e-06	0.00657725124289471	1	1	-90.5724608839376	0.00846902718689859	0.000111255188276807	0	NA	NA	NA	NA	-82.2832945574328	0.00543321198394091	1e-12	0.0684530152464582	NA	NA	NA	NA	-103.709765514944	0.0050743634346379	4.33642905026933e-05	0	1e-05	0.00659627677262807	1	1.80560434982097	-95.6356143091659	0.00402518615615766	1e-13	0.0497876304003496	1e-05	0.00653302580451325	1	1.44173701762358	-95.641439816683	0.00328412888042811	1e-13	0.0408068200496386	1e-05	0.00662266652749134	1	1.80578583036858	-104.075862580058	0.00846854948388716	0.000111299695993984	0	1e-05	0.00657670986928859	1	1	-95.7866948435036	0.00543392243004862	1e-12	0.0684177985127584	1e-05	0.00657806744928105	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-23.6639931355214	0	0	0	0.0122613570046194	0.0122613570046194	1	1	-21.9797654968291	0	0	0	0.0700407491203738	0.0203830976038654	1	1	-87.6644877723916	0.00659684750529069	1e-12	0	NA	NA	NA	NA	-80.4974466234335	0.00428573550585329	1e-12	0.0430654780897086	NA	NA	NA	NA	-109.592927799596	0.00818145340728691	1e-12	0	0.0719331492002989	0.0206463569771079	1	0.742718550436064	-102.346711699881	0.00618196242544024	1e-13	0.0639696386882718	0.0689448904910063	0.0198597273755619	1	0.600311440085535	-102.366703414092	0.0053543100806346	1e-13	0.0540790705422972	0.0685540509194826	0.0198761250903686	1	0.739983877287927	-109.644256059899	0.0065968273623811	1e-12	0	0.0701758010841338	0.0204159823601055	1	1	-102.47721887861	0.00428536244428701	1e-12	0.0430946199557371	0.0702356854049591	0.020427073600637	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-24.2472418961129	0	0	0	0.0191632525595058	0.0191632525595058	1	1	-24.1445956375632	0	0	0	0.0166712128954195	0.0209395318537928	1	1	-104.265563105006	0.00892006862966623	1e-12	0	NA	NA	NA	NA	-96.8637986916293	0.00656956207305232	1e-12	0.0706472751672953	NA	NA	NA	NA	-126.993319292521	0.0134280366531202	0.000618557980822405	0	0.0181884742406659	0.0213096622715371	1	0.336321078061472	-116.969984280916	0.0112606844735443	1e-13	0.242224976813971	0.0165882805404381	0.0206492706409624	1	0.136695965033556	-116.969994658206	0.0112569165042139	1e-13	0.242373508995865	0.0165981255805135	0.0206774061846914	1	0.136669754746947	-128.410158830763	0.00891892380824645	1e-12	0	0.0166607609560782	0.0209378420907497	1	1	-121.008395461376	0.00656940062819254	1e-12	0.070698518758084	0.0166677615471312	0.0209407991793301	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-20.7583400174317	0	0	0	0.00831667720827443	0.00831667720827443	1	1	-18.3276929277818	0	0	0	0.108034564566127	0.0191920571477138	1	1	-76.4030816787906	0.00551598867567184	1e-12	0	NA	NA	NA	NA	-71.0246159545601	0.00363071813595084	1e-12	0.0335804809809889	NA	NA	NA	NA	-94.7269063106788	0.00495990947618993	1e-12	0	0.1	0.0180884266378736	1	1.13295679022849	-89.359511422533	0.00362950692025358	1e-13	0.0336569348741766	0.1	0.0180465761059026	1	1.0000344111982	-89.3539318764848	0.00326120566328491	1e-13	0.0303596884430575	0.1	0.0179254196716052	1	1.13493353543741	-94.7379709090222	0.00551572935330753	1e-12	0	0.1	0.0180403086870645	1	1	-89.3595046690263	0.00363124246546855	1e-12	0.0335799202971302	0.1	0.0180464574018026	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-18.4805318478471	0	0	0	0.00734413813835724	0.00734413813835724	1	1	-18.4708512306172	0	0	0	0.00886828752830436	0.00723400494191695	1	1	-100.152735772909	0.00977722067215528	1e-12	0	NA	NA	NA	NA	-95.7537123840635	0.00799562308990934	1e-12	0.0461964022404092	NA	NA	NA	NA	-118.125184756148	0.0142554881944664	1e-12	0	0.00927526397907303	0.00721333470956748	1	0.600792321583145	-113.306029930473	0.0131143337253756	1e-13	0.0873409867752915	0.00919510708234054	0.00723265421563069	1	0.497595564475637	-113.305938996186	0.0131673841792518	1e-13	0.088055656030875	0.00921548912743958	0.00723455497173983	1	0.494413494233583	-118.623588231161	0.00977667401553125	1e-12	0	0.00887498946932752	0.00723394372030732	1	1	-114.224564317497	0.00799606550804146	1e-12	0.0461607514431848	0.00886425156886821	0.00723134478526926	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-24.6457957365136	0	0	0	0.0138054334433466	0.0138054334433466	1	1	-22.3712486879157	0	0	0	1e-05	0.015873203685564	1	1	-106.376807383038	0.010776607499679	1e-12	0	NA	NA	NA	NA	-97.6001774023425	0.00831445598898379	1e-12	0.0933182492325167	NA	NA	NA	NA	-127.387192048339	0.0152991712612937	1e-12	0	1e-05	0.0157967842920231	1	0.50846065529626	-117.172120313394	0.0132067706565062	1e-13	0.190311959857291	1e-05	0.0158668238218366	1	0.353427288531278	-117.172140565313	0.0132379135392578	1e-13	0.192503866259699	1e-05	0.0158791425524472	1	0.350782487741006	-128.74805693427	0.0107751899168774	1e-12	0	1e-05	0.0158721858717611	1	1	-119.971427675039	0.0083138579520455	1e-12	0.0933861754998252	1e-05	0.0158737358823391	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-16.5484598947819	0	0	0	0.0055849366765152	0.0055849366765152	1	1	-16.3126517213701	0	0	0	0.0126693465286686	0.0055363786280483	1	1	-87.3807294978441	0.00764133405495324	1e-12	0	NA	NA	NA	NA	-86.928230651427	0.00721626988038408	1e-12	0.0133220047771441	NA	NA	NA	NA	-103.693291616205	0.00764185642395656	1e-12	0	0.0126591368914818	0.00553852424414327	1	0.999162788356324	-103.240513199699	0.00718408171517736	1e-13	0.013259550541308	0.0126495393231017	0.00553184183139141	1	1.00387043136115	-103.238105869575	0.00698865369053981	1e-13	0.0131355038803422	0.0128878824527447	0.00553731893943769	1	1.04444258657924	-103.693381214975	0.00764095112232916	1e-12	0	0.012663993037782	0.005535065157437	1	1	-103.240884157015	0.00721588129009545	1e-12	0.0133483361204123	0.0126632928684596	0.00553443951822183	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-16.8787318412933	0	0	0	0.00544864207526258	0.00544864207526258	1	1	-16.1475187473233	0	0	0	0.00226187912559999	0.0081892366599056	1	1	-116.701919561688	0.0109417493146644	1e-12	0	NA	NA	NA	NA	-107.747498029897	0.00854683581089013	1e-12	0.0995937265750688	NA	NA	NA	NA	-131.726856343054	0.0135234977856514	1e-12	0	0.00230294739413129	0.00816240250143837	1	0.578852788673977	-122.914073881692	0.0104696318601121	1e-13	0.118183855812612	0.00223519522273816	0.00817429146575931	1	0.594311378158203	-122.914519680958	0.0105298428812923	1e-13	0.117873462801495	0.00223868533405175	0.00818283006137842	1	0.584410198380298	-132.849439495233	0.0109419762440795	1e-12	0	0.00226138565170845	0.00818993926637919	1	1	-123.895017259353	0.00854762464858088	1e-12	0.0996311161272649	0.00226328226262529	0.00818832409763871	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-25.03289361471	0	0	0	0.0150758852638658	0.0150758852638658	1	1	-24.9479009272776	0	0	0	0.0153052218654533	0.0107095798071358	1	1	-112.094969764353	0.00821377644911517	1e-12	0	NA	NA	NA	NA	-101.619784294036	0.0056391496723391	1e-12	0.125146455182753	NA	NA	NA	NA	-136.957841867768	0.00883886540296476	1e-12	0	0.0153909257524547	0.0107224987247522	1	0.822687739000866	-126.189946406826	0.00664509136729834	1e-13	0.153459097589125	0.0155008153909733	0.0115801185097791	1	0.618342921090845	-126.190041576039	0.00663328425974002	1e-13	0.153057848991809	0.0155039206800067	0.0115743001718277	1	0.62120407371059	-137.04287184283	0.00821340151873019	1e-12	0	0.0153024163457104	0.010694845867814	1	1	-126.567686114809	0.0056380018571437	1e-12	0.125112049296062	0.0153014248347288	0.0106971756370596	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-16.6272980539946	0	0	0	0.00523137241295496	0.00523137241295496	1	1	-16.1186430537975	0	0	0	0.00459079043212099	0.0178499159423634	1	1	-114.999895348824	0.0136775956553376	1e-12	0	NA	NA	NA	NA	-108.095320188937	0.010780012675264	1e-12	0.124882809417465	NA	NA	NA	NA	-130.752625062886	0.0147013025074943	1e-12	0	0.00456136954727057	0.0177243827400278	1	0.651659150024893	-124.031613596581	0.0114109119836648	1e-13	0.127355668336128	0.00458928982575836	0.0178306175305304	1	0.714681331001886	-124.032493117982	0.011473452789856	1e-13	0.126780317514159	0.00462222422568774	0.0182496731584899	1	0.706709978444983	-131.118538893352	0.0136773128181074	1e-12	0	0.00459036715149762	0.0178559544353642	1	1	-124.213964447182	0.0107797439233364	1e-12	0.124948586566288	0.00459088036153765	0.0178704257578447	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-24.2256564528537	0	0	0	0.0112493116995115	0.0112493116995115	1	1	-22.6085650348183	0	0	0	0.0131064500103498	0.0395062541730442	1	1	-117.437332387507	0.0108225838934556	0.000176618834591695	0	NA	NA	NA	NA	-109.479792175823	0.00826607579709304	1e-12	0.109621634464189	NA	NA	NA	NA	-139.524279650702	0.012547781414718	0.000917874794467307	0	0.0123392222419782	0.035624083186168	1	0.494325399459528	-130.382576154164	0.00989155563022441	1e-13	0.164206434927942	0.0118168591201351	0.0343109682340131	1	0.242219907048807	-130.382621490486	0.00987477213032965	1e-13	0.163047025011116	0.0118133279047263	0.0343842881814213	1	0.244718027714431	-140.045899151377	0.0108236513955996	0.000177815641832946	0	0.013103227621331	0.0394940198963449	1	1	-132.088915302958	0.00826585205016867	1e-12	0.109240848235162	0.0132700353766108	0.0401781966335089	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-18.9214827992273	0	0	0	0.00787927499243745	0.00787927499243745	1	1	-18.4512108717277	0	0	0	1e-05	0.00776252210404372	1	1	-104.824867825988	0.00755436625679852	1e-12	0	NA	NA	NA	NA	-94.9076722825384	0.00502886762413179	1e-12	0.0886752485956052	NA	NA	NA	NA	-121.191033690489	0.0172225788737109	1e-12	0	1e-05	0.00774771025203923	1	0.331693830917146	-110.764131856701	0.0125764625031448	1e-13	0.264917346531373	1e-05	0.00774103669668318	1	0.27304172192653	-110.764256424092	0.0125977430843698	1e-13	0.267509655764537	1e-05	0.00773622447264554	1	0.271683208573517	-123.276079480896	0.00755418528008203	1e-12	0	1e-05	0.00776183817732187	1	1	-113.358884098989	0.00502917307129085	1e-12	0.0886727561695413	1e-05	0.00776261494909077	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-18.0130348496368	0	0	0	0.00568155993661653	0.00568155993661653	1	1	-17.9868698694413	0	0	0	0.00622168310941886	0.004168957650106	1	1	-120.975885853254	0.0110300040867823	0.000725924324266074	0	NA	NA	NA	NA	-114.015078036964	0.00895912495169725	1e-12	0.0997742708525289	NA	NA	NA	NA	-138.754069307414	0.00998412556148241	0.000714943525887578	0	0.00615081859373495	0.00427304055979268	1	1.28005995940933	-131.714841569469	0.00796864532128819	1e-13	0.0922503069922233	0.00609180008664911	0.00450606373451577	1	1.32732152810776	-131.716964620022	0.00804753759375405	1e-13	0.0928115983010284	0.00616459324935286	0.0043797422751447	1	1.31195174069459	-138.962758014553	0.0110298671457136	0.000724365124910467	0	0.00622209491004665	0.00416825050180439	1	1	-132.001947611048	0.00895941582826734	1e-12	0.0996756921875389	0.00622006773089503	0.00416826126473374	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-26.6458115627599	0	0	0	0.0253039487087964	0.0253039487087964	1	1	-24.8968957336677	0	0	0	0.0487775639630861	0.0223338733323597	1	1	-97.2056931972817	0.00851107290656846	1e-12	0	NA	NA	NA	NA	-90.2492209105932	0.00560441881706342	9.9999869496159e-13	0.0672951413395298	NA	NA	NA	NA	-121.104770732482	0.015685001397437	1e-12	0	0.0439336645533866	0.0188181000845246	1	0.311986807758554	-113.94272669983	0.0107406190252641	1e-13	0.135317506513558	0.0461141314743185	0.0205051702955308	1	0.310654229082714	-113.942748581219	0.0108850162814977	1e-13	0.137701672730254	0.0456711789062847	0.0202793120006842	1	0.303366907454004	-122.102589858392	0.0085109361855146	1e-12	0	0.0487967079298024	0.0223475159665185	1	1	-115.146117797653	0.00560578753810417	1e-12	0.0672715431696444	0.0487779969546245	0.0223330791758828	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-21.7328896316408	0	0	0	0.0104526526123217	0.0104526526123217	1	1	-21.7328862544872	0	0	0	0.0104459849859409	0.0104629630948536	1	1	-108.460728688526	0.00869834676065924	1e-12	0	NA	NA	NA	NA	-99.041811567461	0.00627195979768379	1e-12	0.089189944025178	NA	NA	NA	NA	-126.596889678532	0.0134968381275855	1e-12	0	0.0103022800455025	0.0103427404718785	1	0.27697971849852	-115.507462900727	0.0103093529514383	1e-13	0.238311067331248	0.00979789252146382	0.0107347069894447	1	0.193006196776633	-115.507450280498	0.0103141241628807	1e-13	0.239377346870962	0.00978967393354601	0.0107342180095383	1	0.192465433645656	-130.193615636847	0.00869808046180861	1e-12	0	0.0104459311993777	0.0104619987624248	1	1	-120.774696866569	0.00627162151879461	1e-12	0.0893048636544179	0.0104443675972879	0.0104651560737807	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-20.8325267325712	0	0	0	0.0116338917897633	0.0116338917897633	1	1	-20.3109293477725	0	0	0	0.00326573500949117	0.0121224862606291	1	1	-120.238118081207	0.0092829768486977	0.000177581065289896	0	NA	NA	NA	NA	-111.21719869698	0.00720126460532294	1e-12	0.0848313714959083	NA	NA	NA	NA	-140.549047382871	0.0092829768486977	0.000177581065289896	0	0.00326573500949117	0.0121224862606291	1	1	-131.286040928494	0.00900151995111228	1e-13	0.108410677072833	0.00322048386250831	0.0121802706201421	1	0.713275264634468	-131.28860824434	0.00885922254145772	1e-13	0.104200936928643	0.00322898906323643	0.0121962344754798	1	0.733562434798699	-140.549047303046	0.00928259104504306	0.000177165072664423	0	0.0032669313444733	0.0121224992438787	1	1	-131.528128977402	0.00720168224915576	1e-12	0.0847973950191705	0.00326489121225695	0.0121237922433669	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-28.0913476954467	0	0	0	0.0151059353380336	0.0151059353380336	1	1	-24.3450647347143	0	0	0	0.624222573356289	0.166398299103638	1	1	-75.0901010094504	0.00552207137675991	1e-12	0	NA	NA	NA	NA	-69.9468132360534	0.00338834694649124	1e-12	0.0385927454977621	NA	NA	NA	NA	-99.7194533679253	0.00895732538818274	1e-12	0	0.0996565267436168	0.0299334837583922	1	0.492793183274887	-94.5589593396566	0.00551834527291685	1e-13	0.0652007995034661	0.0978935420531675	0.0291636016164956	1	0.497124334394234	-94.5527708280594	0.00554137626419314	1e-13	0.0661736987827133	0.0871659182136581	0.0260269592231246	1	0.489930411677101	-99.8706001229692	0.00552253223732842	1e-12	0	0.1	0.0296404409322583	1	1	-94.7273123383494	0.00338852149558407	1e-12	0.0385931728118195	0.1	0.0296301917194422	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-17.5333070907096	0	0	0	0.00686709745670202	0.00686709745670202	1	1	-17.5324949337281	0	0	0	0.00711269906510983	0.00682136551913785	1	1	-100.816973404093	0.00845224954051286	0.000518736648879384	0	NA	NA	NA	NA	-86.8177828253334	0.00476176292471338	1e-12	0.0806026538676838	NA	NA	NA	NA	-117.558886146674	0.0127390215879279	0.000663713408957066	0	0.00735128596584874	0.00684932336677188	1	0.540255341371906	-103.490591012392	0.00749960376786752	1e-13	0.132903963743811	0.00741370802196883	0.00684808501340189	1	0.494861775548329	-103.491095804362	0.00747577174114759	1e-13	0.131207476726217	0.00747555096324721	0.00684580922186786	1	0.498524560787256	-118.34946919936	0.0084504865384084	0.000516131837864831	0	0.00711435353000454	0.00682083742271517	1	1	-104.350277995613	0.00476116150011276	1e-12	0.0806351733961642	0.0071149448150828	0.00682029323399078	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-12.4793615739921	0	0	0	0.00524188692163926	0.00524188692163926	1	1	-12.2961365898668	0	0	0	0.00512566550896798	1e-05	1	1	-111.860314516373	0.0127729894216318	0.00134098073856303	0	NA	NA	NA	NA	-104.979796253263	0.00945731175256601	1e-12	0.0823677221399696	NA	NA	NA	NA	-123.567419852438	0.0140479200052772	0.00165711147024579	0	0.0051549645826758	1e-05	1	0.437042613704892	-117.139366214495	0.00993944437820483	1e-13	0.0827755908391412	0.00513926344624077	1e-05	1	0.680262396703552	-117.139345127287	0.00995906352000835	1e-13	0.0826537477453309	0.00513436990881186	1e-05	1	0.669481494109967	-124.156452361631	0.0127758228507432	0.0013427878568111	0	0.00512525069281599	1e-05	1	1	-117.2759361799	0.00945708573307785	1e-12	0.0822933383691336	0.00512566983972224	1e-05	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-15.6478211956137	0	0	0	0.00573998150554974	0.00573998150554974	1	1	-13.4760057770107	0	0	0	9.99999999999959e-06	0.00920256055108262	1	1	-112.058411066393	0.00953132198650714	0.000894843785402048	0	NA	NA	NA	NA	-106.059220334206	0.00776777682001484	1e-12	0.0520657009712261	NA	NA	NA	NA	-123.698373542631	0.0133401884859086	0.00069069176522367	0	1e-05	0.00920009976838862	1	0.465333160204377	-116.8726710828	0.0115037534390014	1e-13	0.0940551255334436	1e-05	0.00928506724787692	1	0.383970810604837	-116.872698789153	0.0114968286269495	1e-13	0.0942245261486592	1e-05	0.00928692803327964	1	0.384610035056544	-125.534417303496	0.00953217160930048	0.000897392784681289	0	1e-05	0.00920108218576329	1	1	-119.535229711011	0.00776825383146591	1e-12	0.0521563981787231	1e-05	0.00919950270523316	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-15.9574224300086	0	0	0	0.00520414602102152	0.00520414602102152	1	1	-15.8628984729211	0	0	0	1e-05	0.00501343078754213	1	1	-107.808480200171	0.0123051836342612	1e-12	0	NA	NA	NA	NA	-101.759521902649	0.010134949031234	1e-12	0.0808853484740993	NA	NA	NA	NA	-121.827289727345	0.0271635291920398	1e-12	0	1e-05	0.00495731868792126	1	0.384345114017067	-114.770645520925	0.0270762814849326	1e-13	0.283134475561332	1e-05	0.00495079792814834	1	0.288365142084713	-114.770628629447	0.0271071312488725	1e-13	0.283128486551473	1e-05	0.00494741516919894	1	0.288080718497546	-123.671379852844	0.0123052288395469	1e-12	0	1e-05	0.0050133708523003	1	1	-117.622422455529	0.0101338712649035	1e-12	0.0809204115820408	1e-05	0.00501298995697651	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-18.9738366011785	0	0	0	0.00630727894182062	0.00630727894182062	1	1	-17.7580035479879	0	0	0	0.0102056232198832	0.044940966386803	1	1	-101.981451636069	0.0112832247502933	1e-12	0	NA	NA	NA	NA	-99.6370686629297	0.0094497376132917	1e-12	0.0818743943882052	NA	NA	NA	NA	-119.653914556689	0.0120323430353907	1e-12	0	0.00951971074873158	0.0410577709317731	1	0.630568065833615	-117.247390927625	0.0100325260520824	1e-13	0.0852921417008405	0.00999301121678348	0.0445504889083791	1	0.660978007013441	-117.238859563215	0.010080364375873	1e-13	0.0854019847416073	0.00997919010702631	0.0446636436890395	1	0.632086346000198	-119.739456509299	0.0112828064459455	1e-12	0	0.0102075127621275	0.0449340550196268	1	1	-117.395075752837	0.00945047374157625	1e-12	0.0817208415895094	0.0102115133879684	0.0449769950077275	1	1
0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	-18.1434227430541	0	0	0	0.00594449313496698	0.00594449313496698	1	1	-18.0495225186968	0	0	0	1e-05	0.00561848603054479	1	1	-96.9600493275944	0.007591847210519	0.000423201807892661	0	NA	NA	NA	NA	-89.0518268036113	0.00546557726239992	1e-12	0.0499555817590502	NA	NA	NA	NA	-114.600686903374	0.0121996638577707	0.000405198656920198	0	1e-05	0.00561489133153655	1	0.570792106750102	-106.331558991339	0.00993590142435086	1e-13	0.090061967360141	1e-05	0.00559790048451914	1	0.484955954783634	-106.332145428239	0.00977677577084014	1e-13	0.0881303666392609	1e-05	0.00559742342789717	1	0.495375434202312	-115.009572818456	0.00759153527430347	0.000423885422700798	0	1e-05	0.00561885051186595	1	1	-107.101349867192	0.00546564479478706	1e-12	0.0499483162872435	1e-05	0.00561896158291699	1	1
