param_iter	simnum	simcount	seed	d	e	j	brate	drate	b_exp	d_exp	m1	m2	t12	t21	nsp_sim	tree_ht_sim	tree_len_sim	nsp_obs	tree_ht_obs	tree_len_obs	time_spent_in_trait1	time_spent_in_trait2	total_time	pct_spent_in_trait1	pct_spent_in_trait2	sim_t12	sim_t21	sim_d_t1	sim_d_t2	sim_e_t1	sim_e_t2	sim_a_t1	sim_a_t2	obs_t12	obs_t21	obs_d_t1	obs_d_t2	obs_e_t1	obs_e_t2	obs_a_t1	obs_a_t2	sim_j_t1	sim_j_t2	sim_y_t1	sim_y_t2	sim_s_t1	sim_s_t2	sim_v_t1	sim_v_t2	obs_j_t1	obs_j_t2	obs_y_t1	obs_y_t2	obs_s_t1	obs_s_t2	obs_v_t1	obs_v_t2
1	74	74	592230859	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	68.2700967538785	877.785520786456	50	68.2700967538785	877.785520786456	137.043767293128	740.741753493328	877.785520786456	15.6	84.4	0	10	3	11	0	0	0	0	0	10	3	11	0	0	0	0	2	7	0	36	0	2	0	2	2	7	0	36	0	2	0	2
1	75	75	592230860	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	70.4767404284477	1133.94471511692	50	70.4767404284477	1133.94471511692	363.724768946325	770.219946170595	1133.94471511692	32.1	67.9	3	12	8	15	0	0	0	0	3	12	8	15	0	0	0	0	7	9	5	19	3	3	0	3	7	9	5	19	3	3	0	3
1	76	76	592230861	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	56.6125808978638	989.407329018339	50	56.6125808978638	989.407329018339	324.834477518017	664.572851500322	989.407329018339	32.8	67.2	1	7	15	5	0	0	0	0	1	7	15	5	0	0	0	0	3	12	4	19	4	2	2	3	3	12	4	19	4	2	2	3
1	77	77	592230862	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	64.1875360519024	853.619192456041	50	64.1875360519024	853.619192456041	211.275354608586	642.343837847455	853.619192456041	24.8	75.2	1	4	3	11	0	0	0	0	1	4	3	11	0	0	0	0	4	6	4	23	2	4	0	6	4	6	4	23	2	4	0	6
1	78	78	592230863	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	63.3308687605833	855.483065577372	50	63.3308687605833	855.483065577372	315.167355816819	540.315709760554	855.483065577372	36.8	63.2	2	10	9	7	0	0	0	0	2	10	9	7	0	0	0	0	4	9	6	27	2	0	0	1	4	9	6	27	2	0	0	1
1	79	79	592230864	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	103.812804287643	1271.19856835073	50	103.812804287643	1271.19856835073	387.066186929447	884.132381421287	1271.19856835073	30.4	69.6	0	9	6	13	0	0	0	0	0	9	6	13	0	0	0	0	2	13	3	20	0	5	0	6	2	13	3	20	0	5	0	6
1	80	80	592230865	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	63.1470506524308	893.810780895689	50	63.1470506524308	893.810780895689	108.234276419337	785.576504476353	893.810780895689	12.1	87.9	0	6	0	7	0	0	0	0	0	6	0	7	0	0	0	0	1	10	0	30	0	5	0	3	1	10	0	30	0	5	0	3
1	81	81	592230866	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	83.0947882588204	1160.8692767624	50	83.0947882588204	1160.8692767624	212.485927421374	948.383349341023	1160.8692767624	18.3	81.7	0	8	2	21	0	0	0	0	0	8	2	21	0	0	0	0	0	17	0	22	1	3	0	6	0	17	0	22	1	3	0	6
1	82	82	592230867	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	72.3860626591185	890.160120827729	50	72.3860626591185	890.160120827729	576.087434366857	314.072686460871	890.160120827729	64.7	35.3	2	9	12	3	0	0	0	0	2	9	12	3	0	0	0	0	9	4	17	13	1	1	2	2	9	4	17	13	1	1	2	2
1	83	83	592230868	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	69.1233565518664	1138.47636148775	50	69.1233565518664	1138.47636148775	301.893972511148	836.582388976604	1138.47636148775	26.5	73.5	0	7	6	18	0	0	0	0	0	7	6	18	0	0	0	0	1	12	2	23	4	2	2	3	1	12	2	23	4	2	2	3
1	84	84	592230869	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	64.213783930205	1041.6417100697	50	64.213783930205	1041.6417100697	427.953133149433	613.688576920271	1041.6417100697	41.1	58.9	6	7	19	11	0	0	0	0	6	7	19	11	0	0	0	0	5	1	9	19	3	4	5	3	5	1	9	19	3	4	5	3
1	85	85	592230870	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	65.2516547965602	1119.94820828904	50	65.2516547965602	1119.94820828904	320.443239600565	799.504968688475	1119.94820828904	28.6	71.4	2	6	14	16	0	0	0	0	2	6	14	16	0	0	0	0	1	8	2	26	3	5	1	3	1	8	2	26	3	5	1	3
1	86	86	592230871	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	81.2653367502176	951.588183651286	50	81.2653367502176	951.588183651286	227.55904100451	724.029142646776	951.588183651286	23.9	76.1	3	8	3	14	0	0	0	0	3	8	3	14	0	0	0	0	2	8	3	23	2	8	0	3	2	8	3	23	2	8	0	3
1	87	87	592230872	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	59.014673866392	835.624320761334	50	59.014673866392	835.624320761334	137.746523132376	697.877797628959	835.624320761335	16.5	83.5	1	7	2	11	0	0	0	0	1	7	2	11	0	0	0	0	2	11	0	30	0	3	0	3	2	11	0	30	0	3	0	3
1	88	88	592230873	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	96.1042117879329	1153.5177357564	50	96.1042117879329	1153.5177357564	975.410730942641	178.107004813764	1153.5177357564	84.6	15.4	2	4	28	2	0	0	0	0	2	4	28	2	0	0	0	0	13	1	14	3	10	0	6	2	13	1	14	3	10	0	6	2
1	89	89	592230874	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	89.843155724227	1223.8049173956	50	89.843155724227	1223.8049173956	158.820846763699	1064.9840706319	1223.8049173956	13	87	1	5	3	14	0	0	0	0	1	5	3	14	0	0	0	0	0	12	1	27	0	5	1	3	0	12	1	27	0	5	1	3
1	90	90	592230875	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	113.461081593335	925.656089184533	50	113.461081593335	925.656089184533	368.18224637922	557.473842805313	925.656089184533	39.8	60.2	3	7	12	12	0	0	0	0	3	7	12	12	0	0	0	0	9	5	9	11	4	5	3	3	9	5	9	11	4	5	3	3
1	91	91	592230876	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	50.8234913336685	900.451257707425	50	50.8234913336685	900.451257707425	192.868783803779	707.582473903646	900.451257707425	21.4	78.6	2	9	2	15	0	0	0	0	2	9	2	15	0	0	0	0	4	6	0	30	2	2	0	5	4	6	0	30	2	2	0	5
1	92	92	592230877	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	54.0077483645872	1017.88481765198	50	54.0077483645872	1017.88481765198	154.745222144227	863.139595507756	1017.88481765198	15.2	84.8	1	6	3	15	0	0	0	0	1	6	3	15	0	0	0	0	0	14	1	29	0	3	0	2	0	14	1	29	0	3	0	2
1	93	93	592230878	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	75.147779179965	1213.36428514518	50	75.147779179965	1213.36428514518	186.255270533268	1027.10901461192	1213.36428514518	15.4	84.6	2	5	6	17	0	0	0	0	2	5	6	17	0	0	0	0	4	4	4	28	0	3	1	5	4	4	4	28	0	3	1	5
1	94	94	592230879	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	96.9911994800643	1124.14795454367	50	96.9911994800643	1124.14795454367	433.902541015343	690.245413528326	1124.14795454367	38.6	61.4	2	7	14	7	0	0	0	0	2	7	14	7	0	0	0	0	3	5	6	26	4	1	2	2	3	5	6	26	4	1	2	2
1	95	95	592230880	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	69.0035197838484	882.212565568389	50	69.0035197838484	882.212565568389	247.807612335109	634.40495323328	882.212565568389	28.1	71.9	2	5	7	11	0	0	0	0	2	5	7	11	0	0	0	0	4	7	8	19	1	4	2	4	4	7	8	19	1	4	2	4
1	96	96	592230881	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	95.8582834780947	1027.37189469267	50	95.8582834780947	1027.37189469267	949.539333425812	77.832561266862	1027.37189469267	92.4	7.6	4	3	35	2	0	0	0	0	4	3	35	2	0	0	0	0	9	0	17	3	8	1	10	1	9	0	17	3	8	1	10	1
1	97	97	592230882	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	47.8322300394823	897.693219771339	50	47.8322300394823	897.693219771339	258.260294168388	639.432925602952	897.693219771339	28.8	71.2	0	4	7	12	0	0	0	0	0	4	7	12	0	0	0	0	1	6	6	27	2	3	2	2	1	6	6	27	2	3	2	2
1	98	98	592230883	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	79.594512476569	1219.16023524879	50	79.594512476569	1219.16023524879	342.571685733839	876.588549514954	1219.16023524879	28.1	71.9	1	8	10	10	0	0	0	0	1	8	10	10	0	0	0	0	4	7	2	24	1	6	2	3	4	7	2	24	1	6	2	3
1	99	99	592230884	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	50.4837646636706	809.834029204227	50	50.4837646636706	809.834029204227	342.062925802988	467.771103401239	809.834029204227	42.2	57.8	1	6	16	9	0	0	0	0	1	6	16	9	0	0	0	0	4	4	4	19	7	5	3	3	4	4	4	19	7	5	3	3
1	100	100	592230885	0.01	0	0.1	0.04491782	0	0	0	1	0.5	0.005	0.01	50	61.7439430868252	1154.46825175736	50	61.7439430868252	1154.46825175736	248.090939135303	906.377312622053	1154.46825175736	21.5	78.5	3	8	5	11	0	0	0	0	3	8	5	11	0	0	0	0	3	13	5	23	0	1	2	2	3	13	5	23	0	1	2	2
